X,Y,OBJECTID,OBJECTID_1,ID_RS_Web,BLOCKLOT,Address,DateFiled,ReceiverAppointed,DateAuction,SoldAtAuction,Neighborhood,Council_District,HousingMarketTypology2017
1427298.05782089,597690.106380478,161,769345,6281,1494 065,1720 LLEWELYN AVE,2019/07/01 00:00:00+00,,,,BROADWAY EAST                            ,12,I
1427484.41013847,597700.110625565,162,769360,6658,1494 080,1752 LLEWELYN AVE,2019/10/18 00:00:00+00,,,,BROADWAY EAST                            ,12,I
1429658.12724772,597683.219911307,163,769627,5433,1503 005,1409 N PATTERSON PARK AVE,2018/03/12 00:00:00+00,2018/05/02 00:00:00+00,2021/06/10 00:00:00+00,,BROADWAY EAST                            ,13,J
1430949.87761697,597724.041680053,164,769844,7360,1506 010,2618 E HOFFMAN ST,2021/06/01 00:00:00+00,,2021/12/07 00:00:00+00,2021/12/07 00:00:00+00,BEREA                                    ,13,I
1431107.55446698,597900.552809983,165,769864,6016,1506 030,1410 N LAKEWOOD AVE,2019/03/04 00:00:00+00,,,,BEREA                                    ,13,I
1432289.55636805,597968.764287725,166,769988,6609,1509 027,1420 N POTOMAC ST,2020/01/08 00:00:00+00,,,,BEREA                                    ,13,H
1430461.3444733,597522.092608899,167,770570,2569,1521 061,1323 N MILTON AVE,2007/10/23 00:00:00+00,,,,BEREA                                    ,13,J
1428740.23603889,597078.280176312,168,771042,5495,1533 036,2037 E PRESTON ST,2020/02/26 00:00:00+00,,,,BROADWAY EAST                            ,12,C
1428954.36454764,596841.253091305,169,771056,6122,1534 005,2108 E BIDDLE ST,2019/10/10 00:00:00+00,,,,BROADWAY EAST                            ,13,J
1430500.4565998,597058.962629646,170,771304,5492,1538 013,1213 N MILTON AVE,2018/06/20 00:00:00+00,,,,BEREA                                    ,13,J
1433023.78094947,597310.069082811,171,771725,5971,1544 028,3113 E PRESTON ST,2019/02/13 00:00:00+00,,,,BEREA                                    ,13,H
1429548.2951183,596734.540378228,172,771908,6867,1553 038,2245 E BIDDLE ST,2021/03/29 00:00:00+00,,,,MIDDLE EAST                              ,13,J
1429157.43074255,596190.881360561,173,772608,7323,1569 029,1028 N COLLINGTON AVE,2021/04/22 00:00:00+00,,,,MIDDLE EAST                              ,13,J
1429600.79927839,596064.481350899,174,772654,7024,1570 041,1006 N PATTERSON PARK AVE,2021/06/29 00:00:00+00,,,,MIDDLE EAST                              ,13,J
1430153.01339705,595517.197996646,175,773510,4091,1591 062,2402 ASHLAND AVE,2015/11/17 00:00:00+00,,,,MILTON-MONTFORD                          ,13,I
1430178.35980305,595305.058329061,176,774151,7416,1608 016,831 N MONTFORD AVE,2021/05/12 00:00:00+00,,,,MILTON-MONTFORD                          ,13,I
1430410.97876039,595397.209719554,177,774171,5810,1608 036,2423 ASHLAND AVE,2018/09/11 00:00:00+00,,,,MILTON-MONTFORD                          ,13,I
1430358.4371988,595142.561934888,178,774197,2404,1608 062,2412 E MADISON ST,2009/07/29 00:00:00+00,,,,MILTON-MONTFORD                          ,13,I
1429030.10422556,594866.863995478,179,774657,5649,1621 016,731 N CHESTER ST,2018/09/11 00:00:00+00,,,,MIDDLE EAST                              ,13,I
1429100.41740514,594794.559678137,180,774700,6070,1621 061,706 N DUNCAN ST,2020/02/07 00:00:00+00,,,,MIDDLE EAST                              ,13,I
1429163.33460213,594807.459914804,181,774716,6066,1621 077,709 N DUNCAN ST,2019/08/16 00:00:00+00,,,,MIDDLE EAST                              ,13,I
1431495.08551605,594619.122693062,182,775903,2473,1643 079,636 N BELNORD AVE,2008/11/20 00:00:00+00,2009/02/11 00:00:00+00,,,MCELDERRY PARK                           ,13,I
1432893.74249564,594640.911691472,183,776111,6111,1646 034E,614 N ELLWOOD AVE,2020/02/07 00:00:00+00,,,,ELLWOOD PARK/MONUMENT                    ,13,I
1433024.77471389,594551.732735977,184,776167,6113,1647 001,601 N ELLWOOD AVE,2021/06/29 00:00:00+00,,,,ELLWOOD PARK/MONUMENT                    ,13,I
1433017.55819289,594675.36503464,185,776176,6134,1647 001I,619 N ELLWOOD AVE,2021/06/29 00:00:00+00,,2021/12/07 00:00:00+00,2021/12/07 00:00:00+00,ELLWOOD PARK/MONUMENT                    ,13,I
1429694.54187305,593947.577448234,186,776436,7333,1653 019,504 N PATTERSON PARK AVE,2021/06/29 00:00:00+00,,,,CARE                                     ,13,I
1429573.17269322,594174.684605554,187,776461,4992,1653 044,2229 MCELDERRY ST,2017/05/03 00:00:00+00,,,,CARE                                     ,13,I
1430497.07209213,594177.718720227,188,776621,6174,1655 034,530 N MILTON AVE,2019/04/04 00:00:00+00,,,,MCELDERRY PARK                           ,13,H
1430718.0329363,594000.167238057,189,776728,7212,1656 055,2502 JEFFERSON ST,2021/05/12 00:00:00+00,,,,MCELDERRY PARK                           ,13,H
1429523.89720123,593798.174859896,190,777499,6591,1670 021,2219 JEFFERSON ST,2020/02/07 00:00:00+00,,,,CARE                                     ,13,E
1429727.10217538,593518.003176138,191,777535,7335,1670 057,400 N PATTERSON PARK AVE,2021/03/29 00:00:00+00,,,,CARE                                     ,13,E
1430517.03793147,593799.306747392,192,777709,5084,1672 045,434 N MILTON AVE,2017/07/11 00:00:00+00,,,,MCELDERRY PARK                           ,13,B
1431240.54927972,593901.376753226,193,777937,6570,1674 080,435 N GLOVER ST,2021/05/19 00:00:00+00,,2021/12/07 00:00:00+00,2021/12/07 00:00:00+00,MCELDERRY PARK                           ,13,G
1432446.75684105,593881.21898514,194,778202,5350,1677 059,435 N CURLEY ST,2018/01/29 00:00:00+00,,,,ELLWOOD PARK/MONUMENT                    ,13,H
1432449.58590364,593832.049464062,195,778206,5850,1677 063,427 N CURLEY ST,2019/02/26 00:00:00+00,,2022/02/22 00:00:00+00,2022/02/22 00:00:00+00,ELLWOOD PARK/MONUMENT                    ,13,H
1433245.58332738,594039.005414978,196,778260,6438,1678 043,455 N ROBINSON ST,2019/12/03 00:00:00+00,,,,ELLWOOD PARK/MONUMENT                    ,13,H
1429463.34515697,593099.692004889,197,778540,6370,1688 067,2204 E FAYETTE ST,2019/10/18 00:00:00+00,,,,CARE                                     ,13,E
1429519.2951763,593248.970249638,198,778547,6636,1688 074,2206 MULLIKIN ST,2021/04/22 00:00:00+00,,2021/12/07 00:00:00+00,,CARE                                     ,13,E
1430946.89173055,593322.739787146,199,778769,6127,1691 040,214 N LUZERNE AVE,2019/05/15 00:00:00+00,,,,MCELDERRY PARK                           ,13,H
1430757.92426072,593480.618736476,200,778820,6392,1691 091,244 N ROSE ST,2019/11/21 00:00:00+00,,2021/12/07 00:00:00+00,2021/12/07 00:00:00+00,MCELDERRY PARK                           ,13,H
1429472.13024439,592944.168037727,201,779227,5826,1706 015,2205 E FAYETTE ST,2019/12/23 00:00:00+00,,,,BUTCHER'S HILL                           ,13,B
1430133.33659914,592985.157785147,202,779350,2638,1707 039,2333 E FAYETTE ST,2007/08/10 00:00:00+00,,,,PATTERSON PLACE                          ,1,B
1430392.8249253,592804.422910392,203,779504,2729,1708 088,114 N PORT ST,2005/12/28 00:00:00+00,2006/03/24 00:00:00+00,,,PATTERSON PLACE                          ,1,B
1431692.7317743,592960.77135098,204,779859,7042,1711 104,129 N BELNORD AVE,2021/05/19 00:00:00+00,,,,PATTERSON PARK NEIGHBORHOOD              ,1,B
1432098.24047773,593012.260421231,205,779972,5532,1712 106,147 N STREEPER ST,2018/11/05 00:00:00+00,,,,PATTERSON PARK NEIGHBORHOOD              ,1,B
1432796.61309671,592965.165699139,206,780196,2757,1714 050,132 N DECKER AVE,2006/02/22 00:00:00+00,2006/03/24 00:00:00+00,,,PATTERSON PARK NEIGHBORHOOD              ,1,B
1433283.65871055,591990.293305054,207,782222,2740,1743 038,3108 E LOMBARD ST,2005/11/18 00:00:00+00,2006/01/30 00:00:00+00,,,PATTERSON PARK NEIGHBORHOOD              ,1,B
1427822.04168105,591560.90866515,208,782337,6659,1744 069,1743 E LOMBARD ST,2020/03/10 00:00:00+00,,,,UPPER FELLS POINT                        ,13,B
1428353.35197014,591389.833876058,209,782523,4809,1746 045,125 S WOLFE ST,2017/02/01 00:00:00+00,2017/08/09 00:00:00+00,2018/06/26 00:00:00+00,,UPPER FELLS POINT                        ,13,B
1432469.47923656,591663.960624397,210,782842,6173,1750 086,128 S CURLEY ST,2019/05/01 00:00:00+00,,,,PATTERSON PARK NEIGHBORHOOD              ,1,B
1428069.64715697,591087.866632223,211,783203,6698,1754 088,208 S DURHAM ST,2021/06/14 00:00:00+00,,,,UPPER FELLS POINT                        ,1,B
1433497.73571022,591028.901198983,212,783866,6456,1761 155,266 S EAST AVE,2019/10/03 00:00:00+00,,,,HIGHLANDTOWN                             ,1,B
1428400.88533963,590358.655492231,213,784076,5436,1764 048,1904 BANK ST,2018/04/17 00:00:00+00,,,,UPPER FELLS POINT                        ,1,B
1429788.03709289,590609.017524317,214,784395,6372,1767 067,303 S MADEIRA ST,2019/12/03 00:00:00+00,,,,UPPER FELLS POINT                        ,1,B
1428128.56108114,590137.968597651,215,784665,5620,1772 064,410 S DURHAM ST,2018/07/06 00:00:00+00,,,,UPPER FELLS POINT                        ,1,B
1427843.80148005,589420.183287814,216,787259,5022,1828 057,1733 FLEET ST,2017/09/07 00:00:00+00,,,,FELLS POINT                              ,1,B
1427655.85172471,589416.301405817,217,787264,2783,1828 065,1709 FLEET ST,2013/09/03 00:00:00+00,,,,FELLS POINT                              ,1,B
1429877.90699188,589559.282090977,218,787581,4670,1835 036,2215 FLEET ST,2018/10/17 00:00:00+00,,,,CANTON                                   ,1,A
1431164.42738472,589466.052290559,219,787785,6458,1838 009,616 S LUZERNE AVE,2019/10/03 00:00:00+00,,,,CANTON                                   ,1,B
1430066.34887221,589106.894544303,220,788769,6753,1849 024,2300 CAMBRIDGE ST,2021/06/14 00:00:00+00,,,,CANTON                                   ,1,A
1432181.90796131,588099.341441303,221,791171,7043,1883 008,1015 S KENWOOD AVE,2021/05/19 00:00:00+00,,,,CANTON                                   ,1,B
1432365.85903697,588136.702258974,222,791208,4152,1883 044,1015 S STREEPER ST,2016/04/12 00:00:00+00,,,,CANTON                                   ,1,B
1423929.75189348,585770.785402894,223,794726,5623,1924C048,533 E GITTINGS ST,2018/04/27 00:00:00+00,,,,RIVERSIDE                                ,11,A
1409207.17011823,588320.182535067,224,799369,5370,2140 002,2609 FREDERICK AVE,2018/04/04 00:00:00+00,2021/05/12 00:00:00+00,,,MILLHILL                                 ,9,I
1410201.32331364,591250.771162063,225,799844,664,2154 003C,103 N WHEELER AVE,2007/06/29 00:00:00+00,2007/10/10 00:00:00+00,,,PENROSE/FAYETTE STREET OUTREACH          ,9,I
1403186.85604338,589494.129334137,226,803125,7076,2252 034,122 S CULVER ST,2021/06/24 00:00:00+00,,2021/12/07 00:00:00+00,2021/12/07 00:00:00+00,SAINT JOSEPHS                            ,8,H
1404895.5826128,592109.464982733,227,804257,5904,2281B003,404 N HILTON ST,2019/01/15 00:00:00+00,,,,LOWER EDMONDSON VILLAGE                  ,8,I
1404298.06543514,592742.362667054,228,804371,3773,2283 016,3433 EDMONDSON AVE,2016/09/07 00:00:00+00,,,,LOWER EDMONDSON VILLAGE                  ,8,I
1402298.20099655,592638.337284565,229,804755,4710,2294 006,3931 EDMONDSON AVE,2017/02/08 00:00:00+00,2017/07/12 00:00:00+00,2019/04/16 00:00:00+00,2019/04/16 00:00:00+00,ALLENDALE                                ,8,H
1401941.85787722,592576.531961977,230,804786,3042,2295 001,4023 EDMONDSON AVE,2014/04/09 00:00:00+00,,,,ALLENDALE                                ,8,H
1410264.97180839,595746.142092556,231,806526,5991,2336 003,1204 N BENTALOU ST,2019/05/22 00:00:00+00,2019/07/17 00:00:00+00,2020/02/11 00:00:00+00,,BRIDGEVIEW/GREENLAWN                     ,9,I
1410331.49365698,594435.556131065,232,806789,6338,2350 034,834 N BENTALOU ST,2019/10/15 00:00:00+00,,,,BRIDGEVIEW/GREENLAWN                     ,9,I
1410194.31742214,594287.158461973,233,806812,6247,2350 057,2310 CALVERTON HEIGHTS AVE,2019/08/13 00:00:00+00,,,,BRIDGEVIEW/GREENLAWN                     ,9,I
1409923.95378964,594116.267727643,234,807078,6557,2359 018,2403 CALVERTON HEIGHTS AVE,2020/02/28 00:00:00+00,,2021/12/07 00:00:00+00,,EVERGREEN LAWN                           ,9,H
1409533.23705138,593572.205167472,235,807283,5873,2362 053,2501 HARLEM AVE,2019/01/25 00:00:00+00,,,,EVERGREEN LAWN                           ,9,H
1409188.19541864,593554.176004067,236,807298,6157,2362 068,2531 HARLEM AVE,2019/07/26 00:00:00+00,,2021/12/07 00:00:00+00,,EVERGREEN LAWN                           ,9,H
1409385.19732122,594763.29628922,237,807463,6397,2365 034,2511 MOSHER ST,2019/11/22 00:00:00+00,,,,BRIDGEVIEW/GREENLAWN                     ,9,H
1409154.71648297,594941.835302234,238,807511,1960,2366 028,2542 MOSHER ST,2012/10/19 00:00:00+00,,,,BRIDGEVIEW/GREENLAWN                     ,9,H
1407886.26068656,593590.177244395,239,807766,5321,2377A079,2751 RAYNER AVE,2019/01/25 00:00:00+00,2019/08/14 00:00:00+00,2019/10/03 00:00:00+00,,MOSHER                                   ,9,J
1407599.91545872,593937.970183983,240,808276,2521,2380 059,2817 W LANVALE ST,2008/02/15 00:00:00+00,,,,MOSHER                                   ,9,J
1407967.16078722,595473.636732057,241,808815,6427,2393 062,2707 WINCHESTER ST,2019/12/27 00:00:00+00,,,,WINCHESTER                               ,9,I
1408057.22884855,598295.896507472,242,809015,6142,2401A011,2721 W NORTH AVE,2019/06/04 00:00:00+00,2019/10/03 00:00:00+00,2021/03/23 00:00:00+00,,COPPIN HEIGHTS/ASH-CO-EAST               ,7,I
1408026.78632414,598295.160944641,243,809017,6145,2401A013,2725 W NORTH AVE,2019/06/04 00:00:00+00,,,,COPPIN HEIGHTS/ASH-CO-EAST               ,7,I
1407636.99806172,598274.204621732,244,809104,6100,2402 010,2767 W NORTH AVE,2019/07/02 00:00:00+00,,,,COPPIN HEIGHTS/ASH-CO-EAST               ,7,I
1407712.9194978,598277.138014808,245,809109,6099,2402 015,2757 W NORTH AVE,2019/12/27 00:00:00+00,2020/09/30 00:00:00+00,2022/01/19 00:00:00+00,2022/01/19 00:00:00+00,COPPIN HEIGHTS/ASH-CO-EAST               ,7,I
1407731.08022264,598278.609796643,246,809110,6092,2402 016,2755 W NORTH AVE,2019/07/02 00:00:00+00,2021/05/05 00:00:00+00,2022/01/19 00:00:00+00,2022/01/19 00:00:00+00,COPPIN HEIGHTS/ASH-CO-EAST               ,7,I
1407748.31247164,598280.279084638,247,809111,6144,2402 017,2753 W NORTH AVE,2021/07/23 00:00:00+00,,2022/01/19 00:00:00+00,2022/01/19 00:00:00+00,COPPIN HEIGHTS/ASH-CO-EAST               ,7,I
1407764.28783339,598278.862748891,248,809112,6141,2402 018,2751 W NORTH AVE,2019/12/27 00:00:00+00,,,,COPPIN HEIGHTS/ASH-CO-EAST               ,7,I
1407840.02915172,598283.997909233,249,809117,6186,2402 023,2741 W NORTH AVE,2019/09/04 00:00:00+00,2021/07/07 00:00:00+00,2022/01/19 00:00:00+00,2022/01/19 00:00:00+00,COPPIN HEIGHTS/ASH-CO-EAST               ,7,I
1407854.65937181,598282.686560139,250,809118,6139,2402 024,2739 W NORTH AVE,2019/06/13 00:00:00+00,,,,COPPIN HEIGHTS/ASH-CO-EAST               ,7,I
1407870.10487898,598284.724941894,251,809119,6140,2402 025,2737 W NORTH AVE,2019/06/13 00:00:00+00,,,,COPPIN HEIGHTS/ASH-CO-EAST               ,7,I
1405913.97690147,594964.357566893,252,810916,5998,2447 055,1012 ELLICOTT DRIVEWAY ,2019/04/24 00:00:00+00,,,,WINCHESTER                               ,9,I
1406200.6075618,594587.724461898,253,811835,5557,2475H029,1006 N FRANKLINTOWN ROAD,2018/10/01 00:00:00+00,2019/04/10 00:00:00+00,2019/08/13 00:00:00+00,,FRANKLINTOWN ROAD                        ,9,I
1407083.44962814,593149.800500482,254,811961,5035,2482B032,608 POPLAR GROVE ST,2017/09/20 00:00:00+00,,,,FRANKLINTOWN ROAD                        ,9,J
1404876.60758513,592933.220224977,255,812016,2746,2483 016,600 N HILTON ST,2005/07/01 00:00:00+00,,,,EDGEWOOD                                 ,8,H
1404826.43609755,593291.12666139,256,812032,6172,2483 032,632 N HILTON ST,2019/08/01 00:00:00+00,,,,EDGEWOOD                                 ,8,H
1404407.95497914,592950.197225139,257,812043,4838,2484 008,3414 EDMONDSON AVE,2017/08/11 00:00:00+00,,,,EDGEWOOD                                 ,8,H
1404242.0189593,592940.393767059,258,812052,4610,2484 017,3432 EDMONDSON AVE,2017/08/10 00:00:00+00,2018/01/24 00:00:00+00,,,EDGEWOOD                                 ,8,H
1403839.89246698,593028.301071554,259,812158,3763,2485 031,604 LINNARD ST,2019/10/04 00:00:00+00,,,,EDGEWOOD                                 ,8,H
1403746.82900481,593043.734111562,260,812173,6171,2485 046,607 N GRANTLEY ST,2019/08/16 00:00:00+00,2019/10/09 00:00:00+00,,,EDGEWOOD                                 ,8,H
1402441.42577572,592854.60489665,261,812405,4751,2489 005,3908 EDMONDSON AVE,2017/02/08 00:00:00+00,,,,EDMONDSON VILLAGE                        ,8,F
1404393.68105756,593628.889437303,262,812805,6169,2503 019,734 N EDGEWOOD ST,2019/10/04 00:00:00+00,,,,EDGEWOOD                                 ,8,H
1404139.5152273,593484.90022397,263,812837,4492,2503 051,721 LINNARD ST,2016/09/14 00:00:00+00,2018/02/21 00:00:00+00,2018/04/20 00:00:00+00,2018/04/20 00:00:00+00,EDGEWOOD                                 ,8,H
1404086.37524173,593637.755233228,264,812891,4832,2504 021,740 LINNARD ST,2017/09/07 00:00:00+00,,,,EDGEWOOD                                 ,8,H
1404217.89367947,593930.590277478,265,812959,4842,2504 089,779 N GRANTLEY ST,2017/08/21 00:00:00+00,,,,EDGEWOOD                                 ,8,H
1403590.56127273,593357.315177307,266,812973,6108,2505 003,704 N GRANTLEY ST,2019/09/04 00:00:00+00,2020/02/19 00:00:00+00,,,EDGEWOOD                                 ,8,H
1404082.78994705,593983.840170979,267,813083,6106,2505A089,778 N GRANTLEY ST,2019/08/16 00:00:00+00,,,,EDGEWOOD                                 ,8,H
1401761.23356655,587070.890742317,268,815907,2598,2532 027,473 S AUGUSTA AVE,2007/06/13 00:00:00+00,,,,IRVINGTON                                ,8,G
1401536.48828113,588152.53359215,269,816018,5462,2535 007,300 S AUGUSTA AVE,2018/03/09 00:00:00+00,,,,IRVINGTON                                ,8,G
1402087.69616821,587802.451287061,270,816121,6448,2538 029,4030 WALRAD ST,2019/11/22 00:00:00+00,2021/05/26 00:00:00+00,2021/12/07 00:00:00+00,2021/12/07 00:00:00+00,IRVINGTON                                ,8,G
1402246.36284564,588933.49397248,271,816141,4853,2539 002,202 S LOUDON AVE,2018/10/09 00:00:00+00,,,,IRVINGTON                                ,8,H
1402245.46488155,588512.32716389,272,816158,4506,2539 025,264 S LOUDON AVE,2016/09/14 00:00:00+00,,,,IRVINGTON                                ,8,H
1401658.16914013,589753.802371234,273,816268,4859,2541 018,11 S AUGUSTA AVE,2017/08/11 00:00:00+00,2017/10/04 00:00:00+00,,,IRVINGTON                                ,8,H
1401863.66512021,588750.638038978,274,816335,6373,2542 017,212 S COLLINS AVE,2019/11/21 00:00:00+00,,,,IRVINGTON                                ,8,H
1401864.27469905,588737.123302221,275,816336,6362,2542 018,214 S COLLINS AVE,2020/11/05 00:00:00+00,,2022/02/22 00:00:00+00,2022/02/22 00:00:00+00,IRVINGTON                                ,8,H
1401466.01663731,588912.605562806,276,816396,5914,2544 001,200 S AUGUSTA AVE,2019/09/04 00:00:00+00,2020/02/19 00:00:00+00,,,IRVINGTON                                ,8,H
1401303.59242147,588867.626978233,277,816405,4823,2544 010,4209 MASSACHUSETTS AVE,2017/09/07 00:00:00+00,,,,IRVINGTON                                ,8,H
1401357.36167088,609601.805326059,278,816736,3894,2700 007,4701 W BELVEDERE AVE,2015/08/28 00:00:00+00,,,,WEST ARLINGTON                           ,6,E
1401440.47469364,607535.786820307,279,817059,5970,2717 007,4012 BOARMAN AVE,2019/02/14 00:00:00+00,2019/09/11 00:00:00+00,,,DORCHESTER                               ,6,F
1401648.88897496,607380.31797114,280,817183,5951,2718 010,4003 BOARMAN AVE,2018/10/18 00:00:00+00,,2021/12/07 00:00:00+00,2021/12/07 00:00:00+00,DORCHESTER                               ,6,F
1401272.96256147,607356.51585339,281,817195,3405,2718 022,4027 BOARMAN AVE,2014/09/26 00:00:00+00,,,,DORCHESTER                               ,6,F
1401426.17190072,604637.94287847,282,817504,6605,2735 004,3919 MAINE AVE,2019/09/25 00:00:00+00,2019/12/04 00:00:00+00,2020/02/11 00:00:00+00,,CENTRAL FOREST PARK                      ,6,F
1401107.38152781,604759.588304475,283,817516,5438,2736 005,4001 MAINE AVE,2018/08/07 00:00:00+00,2019/01/30 00:00:00+00,2019/04/16 00:00:00+00,2019/04/16 00:00:00+00,CENTRAL FOREST PARK                      ,6,F
1400775.90417239,603947.201477811,284,817587,1899,2739 003,4104 W FOREST PARK AVE,2012/07/31 00:00:00+00,,,,CENTRAL FOREST PARK                      ,6,F
1401062.12997788,604156.964837804,285,817631,4908,2740 008,3307 OAKFIELD AVE,2021/08/02 00:00:00+00,,,,CENTRAL FOREST PARK                      ,6,F
1401516.24258672,603904.528334811,286,817714,3392,2742 020,3924 NORFOLK AVE,2016/02/22 00:00:00+00,2017/07/26 00:00:00+00,2021/08/10 00:00:00+00,2021/08/10 00:00:00+00,CONCERNED CITIZENS OF FOREST PARK        ,6,H
1401562.60961998,602876.532031223,287,818165,3402,2750A018,4016 FAIRFAX ROAD,2016/01/21 00:00:00+00,,,,CONCERNED CITIZENS OF FOREST PARK        ,6,F
1401908.3031543,603435.424614221,288,818299,506,2752A012,3100 CHELSEA TERR,2012/06/21 00:00:00+00,2012/08/30 00:00:00+00,2013/04/16 00:00:00+00,,CONCERNED CITIZENS OF FOREST PARK        ,6,H
1403727.03311263,599806.153985649,289,818689,2134,2812 017,2215 ROSLYN AVE,2012/01/09 00:00:00+00,,,,MOUNT HOLLY                              ,7,E
1403504.08244306,600695.341839805,290,818865,274,2823A006,2405 ROSLYN AVE,2007/08/31 00:00:00+00,2008/03/26 00:00:00+00,,,GARWYN OAKS                              ,6,F
1402401.42848039,600607.366293982,291,818934,1913,2826C003,2404 CHELSEA TERR,2012/08/17 00:00:00+00,,,,WINDSOR HILLS                            ,6,D
1402921.87593031,601986.251003399,292,819171,5547,2838 014,2712 ELSINORE AVE,2019/06/28 00:00:00+00,2021/05/05 00:00:00+00,2021/10/12 00:00:00+00,2021/10/12 00:00:00+00,GARWYN OAKS                              ,6,F
1401567.83205047,602343.769973397,293,819350,6716,2849 034,4033 WOODHAVEN AVE,2021/08/04 00:00:00+00,,,,WINDSOR HILLS                            ,6,F
1400630.56030297,601649.620114982,294,819417,4251,2849B007,4022 DUVALL AVE,2017/09/27 00:00:00+00,2019/02/27 00:00:00+00,,,WINDSOR HILLS                            ,6,F
1401168.12189189,601742.636005059,295,819481,4866,2852 020,4007 DUVALL AVE,2020/02/25 00:00:00+00,,2021/12/07 00:00:00+00,2021/12/07 00:00:00+00,WINDSOR HILLS                            ,6,D
1400377.2314133,601425.008359477,296,819539,5760,2856 001,2807 LAWINA ROAD,2019/11/21 00:00:00+00,,,,WINDSOR HILLS                            ,8,E
1400668.45392796,601266.892862067,297,819552,7164,2856 012,2900 N LOUDON AVE,2021/06/22 00:00:00+00,,,,WINDSOR HILLS                            ,8,E
1403522.84421656,604342.867353141,298,819837,5887,2902 003C,3623 LIBERTY HEIGHTS AVE,2019/06/28 00:00:00+00,2019/10/30 00:00:00+00,,,FOREST PARK                              ,6,F
1403495.7212393,603810.039350554,299,819879,5956,2903 015,3604 SPRINGDALE AVE,2018/10/18 00:00:00+00,,,,FOREST PARK                              ,6,F
1403864.97870289,604214.242282316,300,819978,6104,2911 002,3541 LIBERTY HEIGHTS AVE,2019/06/17 00:00:00+00,,,,FOREST PARK                              ,7,F
1405095.66324939,603665.199089065,301,820035,1851,2913 002B,3304 N HILTON ST,2012/08/24 00:00:00+00,,,,FOREST PARK                              ,7,F
1402808.2482048,603461.803170398,302,820212,5955,2921 001,3625 FAIRVIEW AVE,2018/10/18 00:00:00+00,,,,FOREST PARK                              ,6,F
1402303.4952773,605756.632242143,303,820340,5776,2934 004,3601 GARRISON BLVD,2018/08/07 00:00:00+00,,,,CALLAWAY-GARRISON                        ,6,E
1403049.93636972,607249.765410721,304,820648,5222,2948 011,3812 BELLE AVE,2018/10/18 00:00:00+00,2019/03/26 00:00:00+00,,,CALLAWAY-GARRISON                        ,6,F
1402213.68443331,609613.66389814,305,821178,4886,2959B053,3936 DOLFIELD AVE,2021/09/22 00:00:00+00,,2022/02/22 00:00:00+00,2022/02/22 00:00:00+00,DOLFIELD                                 ,6,F
1401886.78646505,608305.063825056,306,821284,4885,2960 019,3915 RIDGEWOOD AVE,2020/01/28 00:00:00+00,2020/12/02 00:00:00+00,2021/02/23 00:00:00+00,2021/02/23 00:00:00+00,DOLFIELD                                 ,6,F
1401605.20861614,608218.219838649,307,821315,4289,2960 052,4305 GARRISON BLVD,2016/10/19 00:00:00+00,,,,DOLFIELD                                 ,6,F
1402016.25799088,608440.479564726,308,821325,6890,2960 062,3900 RIDGEWOOD AVE,2021/06/29 00:00:00+00,,,,DOLFIELD                                 ,6,F
1401787.8624503,608424.820147231,309,821336,5889,2960 073,3920 RIDGEWOOD AVE,2020/01/28 00:00:00+00,2021/06/30 00:00:00+00,2022/02/22 00:00:00+00,2022/02/22 00:00:00+00,DOLFIELD                                 ,6,F
1407493.23358548,598473.769511312,310,821775,6094,3006 016,2796 W NORTH AVE,2019/07/02 00:00:00+00,,,,WALBROOK                                 ,7,I
1407477.26216072,598471.891562313,311,821776,6337,3006 017,2796 1/2 W NORTH AVE,2019/07/02 00:00:00+00,,,,WALBROOK                                 ,7,I
1407458.88129197,598471.754423484,312,821777,6095,3006 018,2798 W NORTH AVE,2019/07/02 00:00:00+00,2019/09/18 00:00:00+00,2022/01/19 00:00:00+00,2022/01/19 00:00:00+00,WALBROOK                                 ,7,I
1408258.8475398,598993.288813472,313,821820,6246,3008 030,2027 BRADDISH AVE,2019/09/04 00:00:00+00,,,,PANWAY/BRADDISH AVENUE                   ,7,I
1406059.15476072,599373.620729983,314,822127,4672,3022 004,3027 WINDSOR AVE,2018/11/19 00:00:00+00,2019/08/21 00:00:00+00,,,WALBROOK                                 ,7,H
1406161.19720756,599379.074787304,315,822130,6371,3022 007,3021 WINDSOR AVE,2020/01/31 00:00:00+00,,,,WALBROOK                                 ,7,H
1406274.4145008,599316.602471307,316,822143,3959,3022 020,2104 N LONGWOOD ST,2016/10/24 00:00:00+00,,,,WALBROOK                                 ,7,H
1406296.81931163,599214.805758893,317,822144,4804,3022 021,3000 CLIFTON AVE,2017/03/01 00:00:00+00,,,,WALBROOK                                 ,7,H
1406236.57238489,599211.939294815,318,822145,4098,3022 022,3002 CLIFTON AVE,2016/07/14 00:00:00+00,2016/09/14 00:00:00+00,2017/10/17 00:00:00+00,,WALBROOK                                 ,7,H
1407080.90665422,599256.600622803,319,822248,6412,3024 023,2826 CLIFTON AVE,2020/01/31 00:00:00+00,2020/11/18 00:00:00+00,2021/12/07 00:00:00+00,,PANWAY/BRADDISH AVENUE                   ,7,F
1404882.19779706,599696.545937151,320,822484,5210,3036 005,3301 ELGIN AVE,2017/04/26 00:00:00+00,,,,WALBROOK                                 ,7,H
1404600.9493438,599901.295527637,321,822561,6422,3039 025,3312 ELGIN AVE,2020/01/31 00:00:00+00,,,,WALBROOK                                 ,7,H
