X,Y,OBJECTID,OBJECTID_1,ID_RS_Web,BLOCKLOT,Address,DateFiled,ReceiverAppointed,DateAuction,SoldAtAuction,Neighborhood,Council_District,HousingMarketTypology2017
1434712.02527639,590178.748699814,663,932200,4203,6424 027,3509 EASTERN AVE,2016/04/21 00:00:00+00,,,,CANTON                                   ,1,B
1444147.7580453,589402.958912805,664,936309,6020,6719 012,6706 HUDSON ST,2019/05/06 00:00:00+00,,,,GRACELAND PARK                           ,1,D
1443519.72846147,585635.464807391,665,937132,5698,6750G001,1635 JOPLIN ST,2018/11/05 00:00:00+00,,,,BROENING MANOR                           ,1,F
1443277.80932589,585533.195654973,666,937150,5201,6759 010,6309 BROWN AVE,2018/02/22 00:00:00+00,,,,BROENING MANOR                           ,1,F
1442612.24799298,585896.233642817,667,937648,6477,6798 027,6207 DANVILLE AVE,2020/02/26 00:00:00+00,,,,BROENING MANOR                           ,1,F
1445249.38838798,581273.600827724,668,938404,6009,6984 004,6524 CLEVELAND AVE,2019/12/31 00:00:00+00,,,,SAINT HELENA                             ,1,F
1425513.97083789,572755.460711807,669,939339,5175,7057A019,617 ARSAN AVE,2017/12/06 00:00:00+00,2018/12/19 00:00:00+00,2019/02/12 00:00:00+00,,BROOKLYN                                 ,10,H
1425062.14332947,571959.335663646,670,939756,5707,7077 025,600 E PATAPSCO AVE,2018/09/04 00:00:00+00,2019/04/24 00:00:00+00,,,BROOKLYN                                 ,10,H
1425133.21077263,571968.068585813,671,939757,5741,7077 026,606 E PATAPSCO AVE,2018/09/04 00:00:00+00,2019/08/28 00:00:00+00,,,BROOKLYN                                 ,10,H
1425841.11913373,569857.17549789,672,941052,5808,7118 018,912 STOLL ST,2018/12/31 00:00:00+00,2020/11/18 00:00:00+00,,,BROOKLYN                                 ,10,I
1429161.90087797,567713.92059806,673,942511,824,7203 032,1612 ELMTREE ST,2006/10/06 00:00:00+00,2007/03/02 00:00:00+00,2007/04/16 00:00:00+00,,CURTIS BAY                               ,10,H
1429154.86119388,568277.135350898,674,942573,6056,7225 005,1632 HAZEL ST,2019/05/07 00:00:00+00,,,,CURTIS BAY                               ,10,H
1429140.83989647,568276.54414472,675,942574,6048,7225 006,1630 HAZEL ST,2019/05/07 00:00:00+00,2019/10/02 00:00:00+00,2021/11/09 00:00:00+00,2021/11/09 00:00:00+00,CURTIS BAY                               ,10,H
1429126.63585664,568274.698347896,676,942575,6059,7225 007,1628 HAZEL ST,2019/05/07 00:00:00+00,2020/11/18 00:00:00+00,2021/11/09 00:00:00+00,,CURTIS BAY                               ,10,H
1429112.64507097,568274.74395147,677,942576,6052,7225 008,1626 HAZEL ST,2019/05/07 00:00:00+00,2019/10/02 00:00:00+00,2021/11/09 00:00:00+00,2021/11/09 00:00:00+00,CURTIS BAY                               ,10,H
1429098.71826155,568272.645530477,678,942577,6055,7225 009,1624 HAZEL ST,2019/05/07 00:00:00+00,,,,CURTIS BAY                               ,10,H
1429015.3847668,568266.96345523,679,942583,6060,7225 015,1612 HAZEL ST,2019/05/07 00:00:00+00,2019/11/20 00:00:00+00,2021/11/09 00:00:00+00,2021/11/09 00:00:00+00,CURTIS BAY                               ,10,H
1428973.70407589,568263.865364313,680,942586,6053,7225 018,1606 HAZEL ST,2019/05/07 00:00:00+00,,,,CURTIS BAY                               ,10,H
1428959.66998322,568262.806967482,681,942587,6049,7225 019,1604 HAZEL ST,2019/05/07 00:00:00+00,2019/09/11 00:00:00+00,2021/11/09 00:00:00+00,2021/11/09 00:00:00+00,CURTIS BAY                               ,10,H
1429076.36988105,568391.850672647,682,942599,6410,7225 031,1623 LOCUST ST,2020/02/14 00:00:00+00,2020/11/18 00:00:00+00,,,CURTIS BAY                               ,10,H
1429063.05855598,568390.847065732,683,942600,6414,7225 032,1621 LOCUST ST,2020/02/14 00:00:00+00,,,,CURTIS BAY                               ,10,H
1429049.02315097,568390.184665471,684,942601,6417,7225 033,1619 LOCUST ST,2020/02/14 00:00:00+00,,,,CURTIS BAY                               ,10,H
1429034.93328413,568388.35363239,685,942602,6418,7225 034,1617 LOCUST ST,2020/02/14 00:00:00+00,,,,CURTIS BAY                               ,10,H
1428937.31208831,568381.617097303,686,942609,6411,7225 041,1603 LOCUST ST,2020/02/14 00:00:00+00,,,,CURTIS BAY                               ,10,H
1428922.49814156,568380.362506643,687,942610,6416,7225 042,1601 LOCUST ST,2020/02/14 00:00:00+00,,,,CURTIS BAY                               ,10,H
1416544.17709772,582036.20330514,688,944165,2440,7419D034,2119 SIDNEY AVE,2009/09/25 00:00:00+00,2009/11/04 00:00:00+00,,,WESTPORT                                 ,10,H
1416538.04751681,582023.140339151,689,944166,2436,7419D035,2121 SIDNEY AVE,2008/11/26 00:00:00+00,,,,WESTPORT                                 ,10,H
1412211.32224639,579670.904558063,690,945878,3380,7481C018,2421 ARBUTON AVE,2014/10/21 00:00:00+00,,,,LAKELAND                                 ,10,H
1412430.54982631,578821.882634059,691,945994,5192,7492B010,2908 HOLLINS FERRY ROAD,2019/01/25 00:00:00+00,,,,LAKELAND                                 ,10,H
1411104.88285822,578916.10390231,692,946374,5785,7492C419,2434 HARRIET AVE,2019/01/25 00:00:00+00,,,,LAKELAND                                 ,10,H
1419873.73146223,576715.639799312,693,946940,6329,7615 017,454 ROUNDVIEW ROAD,2019/09/18 00:00:00+00,2020/01/22 00:00:00+00,2021/12/07 00:00:00+00,,CHERRY HILL                              ,10,G
1417930.57425931,575636.567154303,694,947396,6399,7643 078,2840 BOOKERT DR,2020/02/14 00:00:00+00,,2021/12/07 00:00:00+00,2021/12/07 00:00:00+00,CHERRY HILL                              ,10,G
1410495.49136047,582772.391137227,695,949632,4835,7779 002,2534 WASHINGTON BLVD,2017/09/15 00:00:00+00,,,,MORRELL PARK                             ,10,F
1411321.76497039,582956.162751317,696,950246,6599,7841 085,1933 GRINNALDS AVE,2021/06/24 00:00:00+00,,,,MORRELL PARK                             ,10,H
1411131.53109889,582244.797376141,697,950583,4493,7841J016,2030 WHISTLER AVE,2016/09/07 00:00:00+00,,,,MORRELL PARK                             ,10,H
1397351.87952438,588038.749370888,698,954771,5912,8139D036,5115 FREDERICK AVE,2019/01/10 00:00:00+00,,,,BEECHFIELD                               ,8,D
1397340.95238088,587646.098581389,699,955090,5922,8139L012,423 RANDOM ROAD,2019/01/23 00:00:00+00,2019/12/11 00:00:00+00,,,BEECHFIELD                               ,8,D
1399418.82420939,606407.862895057,700,956960,5893,8248 003,3607 MOHAWK AVE,2018/10/10 00:00:00+00,,,,HOWARD PARK                              ,5,F
1399468.60626206,605859.449621812,701,957946,1969,8298 006,4403 LIBERTY HEIGHTS AVE,2012/04/13 00:00:00+00,,,,HOWARD PARK                              ,8,D
1394921.02841496,605242.980054229,702,958471,5094,8333 002,5505 GWYNN OAK AVE,2021/06/29 00:00:00+00,,,,HOWARD PARK                              ,8,D
1395119.00538123,604841.385056898,703,958585,7411,8342 001,2918 N ROGERS AVE,2021/08/02 00:00:00+00,,,,HOWARD PARK                              ,8,D
1400335.77119438,604571.010925725,704,958860,5164,8358 001,4101 SPRINGDALE AVE,2017/11/02 00:00:00+00,2019/08/21 00:00:00+00,2019/12/10 00:00:00+00,,CENTRAL FOREST PARK                      ,8,D
1397068.08744106,604056.85020864,705,959152,2745,8373D014,3004 HOWARD PARK AVE,2006/03/16 00:00:00+00,,,,HOWARD PARK                              ,8,D
1396374.96809238,601745.246236056,706,959229,7196,8393G004,5007 W FOREST PARK AVE,2021/06/22 00:00:00+00,,,,WEST FOREST PARK                         ,8,E
1394896.36442231,598549.028547138,707,960904,3242,8415 014,2006 N FOREST PARK AVE,2012/10/26 00:00:00+00,,,,FRANKLINTOWN,8,E
1399799.71419564,601755.882697731,708,959898,5215,8472 010,4509 FAIRFAX ROAD,2019/12/13 00:00:00+00,2020/03/04 00:00:00+00,2020/07/23 00:00:00+00,2020/07/23 00:00:00+00,WINDSOR HILLS                            ,8,E
