,BLOCKLOT,VAC:PROG,VAC:Neighborhood,VAC:Typology
591,3312043,1,CENTRAL PARK HEIGHTS,J
592,2324050,1,EASTERWOOD,I
593,3312A022,1,CENTRAL PARK HEIGHTS,J
594,0012042,1,EASTERWOOD,I
595,7441027,1,WESTPORT,H
596,1556004,1,BIDDLE STREET,J
597,1162024,1,OLIVER,H
598,7184039,1,CURTIS BAY,H
599,4612022A,1,CENTRAL PARK HEIGHTS,I
600,7095A031,1,BROOKLYN,H
601,4607069,1,CENTRAL PARK HEIGHTS,J
602,2718005,1,DORCHESTER,F
603,2375042,1,MOSHER,I
604,1467028,1,BROADWAY EAST,I
605,2380060,1,MOSHER,J
606,2205020,1,ROSEMONT HOMEOWNERS/TENANTS,I
607,0092036,1,HARLEM PARK,I
608,0329022,1,DRUID HEIGHTS,E
609,2475C091,1,FRANKLINTOWN ROAD,I
610,0708020,1,NEW SOUTHWEST/MOUNT CLARE,I
611,1162039,1,OLIVER,H
612,0118092,1,MIDTOWN-EDMONDSON,J
613,4011A015,1,EAST BALTIMORE MIDWAY,J
614,8328007,1,HOWARD PARK,F
615,7264002,1,CURTIS BAY,H
616,1553025,1,MIDDLE EAST,J
617,3414029,1,PENN NORTH,I
618,2177047,1,SHIPLEY HILL,J
619,3196027,1,LUCILLE PARK,J
620,3311008,1,CENTRAL PARK HEIGHTS,J
621,4010L004,1,EAST BALTIMORE MIDWAY,J
622,2205018,1,ROSEMONT HOMEOWNERS/TENANTS,I
623,2362012,1,ROSEMONT HOMEOWNERS/TENANTS,H
624,0314081,1,DRUID HEIGHTS,I
625,0084049,1,HARLEM PARK,J
626,2170B067,1,SHIPLEY HILL,J
627,4114A104,1,COLDSTREAM HOMESTEAD MONTEBELLO,I
628,4491005,1,MOUNT WASHINGTON,B
629,2256005,1,SAINT JOSEPHS,H
630,2253004,1,SAINT JOSEPHS,H
631,1660016,1,ELLWOOD PARK/MONUMENT,I
632,0123038,1,HARLEM PARK,I
633,0122014,1,HARLEM PARK,J
634,0122015,1,HARLEM PARK,J
635,1483042,1,BROADWAY EAST,J
636,0098023,1,HARLEM PARK,J
637,3210080,1,MONDAWMIN,J
638,2243C039L,1,SAINT JOSEPHS,I
639,0092017,1,HARLEM PARK,I
640,0293054,1,SANDTOWN-WINCHESTER,J
641,3238005,1,PARKVIEW/WOODBROOK,F
642,4024047,1,EAST BALTIMORE MIDWAY,I
643,2931011,1,CALLAWAY-GARRISON,D
644,1521036,1,BEREA,I
645,0095030,1,MIDTOWN-EDMONDSON,J
646,4178C020,1,FOUR BY FOUR,I
647,0415022,1,UPTON,H
648,2171024,1,SHIPLEY HILL,J
649,2153015,1,PENROSE/FAYETTE STREET OUTREACH,I
650,0050004,1,SANDTOWN-WINCHESTER,J
651,2169052,1,SHIPLEY HILL,J
652,1626061,1,MADISON-EASTEND,I
653,4578009,1,CENTRAL PARK HEIGHTS,I
654,4578008,1,CENTRAL PARK HEIGHTS,I
655,1449012,1,BROADWAY EAST,I
656,3196F024,1,LUCILLE PARK,J
657,3350020,1,GREENSPRING,I
658,2169058,1,SHIPLEY HILL,J
659,0160064,1,PENROSE/FAYETTE STREET OUTREACH,I
660,0243068,1,CARROLLTON RIDGE,I
661,4010B019,1,EAST BALTIMORE MIDWAY,J
662,2804A003,1,MOUNT HOLLY,F
663,2152006,1,SHIPLEY HILL,J
664,0114016,1,HARLEM PARK,I
665,1464027,1,BROADWAY EAST,J
666,0084062,1,HARLEM PARK,J
667,0050071,1,SANDTOWN-WINCHESTER,J
668,0008020,1,SANDTOWN-WINCHESTER,I
669,2176070,1,SHIPLEY HILL,J
670,4576015,1,LANGSTON HUGHES,I
671,0008042,1,SANDTOWN-WINCHESTER,I
672,1468080,1,BROADWAY EAST,I
673,0114011,1,HARLEM PARK,I
674,0121047,1,HARLEM PARK,J
675,0120093,1,HARLEM PARK,J
676,4011A013,1,EAST BALTIMORE MIDWAY,J
677,2109008,1,MILLHILL,I
678,4024017,1,EAST BALTIMORE MIDWAY,I
679,0041028,1,SANDTOWN-WINCHESTER,I
680,0413042,1,UPTON,G
681,0413037,1,UPTON,G
682,0308020,1,DRUID HEIGHTS,I
683,0308015,1,DRUID HEIGHTS,I
684,0126016,1,HARLEM PARK,I
685,0127021,1,HARLEM PARK,I
686,4018022,1,EAST BALTIMORE MIDWAY,G
687,4167002,1,SOUTH CLIFTON PARK,J
688,0098026,1,HARLEM PARK,J
689,7096041,1,BROOKLYN,I
690,1457054,1,BROADWAY EAST,J
691,0272012,1,CARROLLTON RIDGE,J
692,0224022,1,BOYD-BOOTH,J
693,4616026,1,CENTRAL PARK HEIGHTS,I
694,0122005,1,HARLEM PARK,J
695,0126003,1,HARLEM PARK,I
696,0009022,1,SANDTOWN-WINCHESTER,I
697,1468032,1,BROADWAY EAST,I
698,2142052,1,MILLHILL,I
699,2319032,1,COPPIN HEIGHTS/ASH-CO-EAST,I
700,0161069,1,PENROSE/FAYETTE STREET OUTREACH,J
701,0003045,1,SANDTOWN-WINCHESTER,I
702,0308061,1,DRUID HEIGHTS,I
703,2387011,1,MOSHER,I
704,2718022,1,DORCHESTER,F
705,0310021,1,DRUID HEIGHTS,G
706,2424A001,1,NORTHWEST COMMUNITY ACTION,G
707,0719A042,1,CARROLLTON RIDGE,J
708,0107017,1,MIDTOWN-EDMONDSON,J
709,2300033,1,EASTERWOOD,I
710,0163032,1,FRANKLIN SQUARE,J
711,4581034,1,CENTRAL PARK HEIGHTS,I
712,3307019,1,CENTRAL PARK HEIGHTS,J
713,0107021,1,MIDTOWN-EDMONDSON,J
714,2451058B,1,ROSEMONT,I
715,0082017,1,MIDTOWN-EDMONDSON,J
716,3227025,1,MONDAWMIN,H
717,0328059,1,DRUID HEIGHTS,I
718,1520065,1,BROADWAY EAST,J
719,2377A014,1,MOSHER,J
720,7133034,1,BROOKLYN,F
721,0065011,1,SANDTOWN-WINCHESTER,I
722,2432012,1,ROSEMONT,I
723,2154023,1,PENROSE/FAYETTE STREET OUTREACH,I
724,0128029,1,HARLEM PARK,I
725,0293050,1,SANDTOWN-WINCHESTER,J
726,0059071,1,SANDTOWN-WINCHESTER,J
727,1447050,1,BROADWAY EAST,J
728,0304035,1,DRUID HEIGHTS,G
729,0007075,1,EASTERWOOD,I
730,0314074,1,DRUID HEIGHTS,I
731,4020039,1,EAST BALTIMORE MIDWAY,G
732,0154035,1,POPPLETON,I
733,1277027,1,OLDTOWN,Subsidized Rental Market
734,0094084,1,MIDTOWN-EDMONDSON,J
735,3408029,1,PENN NORTH,I
736,3410040,1,PENN NORTH,I
737,0096080,1,HARLEM PARK,J
738,0104010,1,HARLEM PARK,I
739,4602039,1,CENTRAL PARK HEIGHTS,J
740,1446088,1,BROADWAY EAST,I
741,0059078,1,SANDTOWN-WINCHESTER,J
742,2307A020,1,COPPIN HEIGHTS/ASH-CO-EAST,I
743,0053065,1,SANDTOWN-WINCHESTER,H
744,1447029,1,BROADWAY EAST,J
745,0004030,1,SANDTOWN-WINCHESTER,I
746,0103026,1,HARLEM PARK,I
747,4020011,1,EAST BALTIMORE MIDWAY,G
748,2243B007,1,SAINT JOSEPHS,I
749,3327A005,1,PARK CIRCLE,H
750,3327A004,1,PARK CIRCLE,H
751,3312028,1,CENTRAL PARK HEIGHTS,J
752,1456066,1,BROADWAY EAST,I
753,0074046,1,SANDTOWN-WINCHESTER,I
754,0074047,1,SANDTOWN-WINCHESTER,I
755,0096079,1,HARLEM PARK,J
756,7437017,1,WESTPORT,H
757,4005056,1,EAST BALTIMORE MIDWAY,J
758,0104003,1,HARLEM PARK,I
759,4005055,1,EAST BALTIMORE MIDWAY,J
760,2475D054,1,FRANKLINTOWN ROAD,I
761,0119031,1,MIDTOWN-EDMONDSON,J
762,0266A019,1,WASHINGTON VILLAGE/PIGTOWN,F
763,3408033,1,PENN NORTH,I
764,0314068,1,DRUID HEIGHTS,I
765,1504013,1,BROADWAY EAST,J
766,0300C080,1,SANDTOWN-WINCHESTER,I
767,0096083,1,HARLEM PARK,J
768,0003014,1,SANDTOWN-WINCHESTER,I
769,7441A029,1,WESTPORT,H
770,1121018,1,OLIVER,H
771,0127016,1,HARLEM PARK,I
772,4615022,1,CENTRAL PARK HEIGHTS,I
773,2400041,1,COPPIN HEIGHTS/ASH-CO-EAST,I
774,0178046,1,FRANKLIN SQUARE,J
775,0026049,1,SANDTOWN-WINCHESTER,I
776,0205040,1,BOYD-BOOTH,J
777,0036A013,1,SANDTOWN-WINCHESTER,G
778,3212079,1,MONDAWMIN,I
779,8017011,1,TEN HILLS,B
780,1459082,1,BROADWAY EAST,I
781,0393054,1,UPTON,G
782,3347C008,1,GREENSPRING,I
783,4616008,1,CENTRAL PARK HEIGHTS,I
784,0125020,1,HARLEM PARK,I
785,1157031,1,JOHNSTON SQUARE,H
786,0036A011,1,SANDTOWN-WINCHESTER,G
787,7087016B,1,BROOKLYN,I
788,4041A038,1,EAST BALTIMORE MIDWAY,J
789,0308023,1,DRUID HEIGHTS,I
790,0288029,1,CARROLLTON RIDGE,J
791,0209009A,1,FRANKLIN SQUARE,E
792,2175081,1,SHIPLEY HILL,J
793,0149030,1,FRANKLIN SQUARE,J
794,1504030,1,BROADWAY EAST,J
795,1506065,1,BEREA,I
796,3941B003,1,COLDSTREAM HOMESTEAD MONTEBELLO,F
797,0084079,1,HARLEM PARK,J
798,0129022,1,HARLEM PARK,I
799,0280078,1,NEW SOUTHWEST/MOUNT CLARE,I
800,3341011,1,GREENSPRING,H
801,0037019,1,SANDTOWN-WINCHESTER,G
802,1448066,1,BROADWAY EAST,J
803,0175008,1,PENROSE/FAYETTE STREET OUTREACH,J
804,0037018,1,SANDTOWN-WINCHESTER,G
805,7027C011,1,BROOKLYN,F
806,0055D055,1,SANDTOWN-WINCHESTER,J
807,1463039,1,BROADWAY EAST,J
808,3004012,1,WALBROOK,H
809,1498009,1,BROADWAY EAST,I
810,3211079,1,MONDAWMIN,J
811,4578018,1,CENTRAL PARK HEIGHTS,I
812,0206045,1,BOYD-BOOTH,J
813,2388017,1,WINCHESTER,I
814,3347D035,1,GREENSPRING,I
815,0276100,1,NEW SOUTHWEST/MOUNT CLARE,J
816,2318047,1,COPPIN HEIGHTS/ASH-CO-EAST,I
817,0066005,1,SANDTOWN-WINCHESTER,I
818,4021C045,1,EAST BALTIMORE MIDWAY,I
819,3345027,1,GREENSPRING,I
820,0123036,1,HARLEM PARK,I
821,3347E044,1,GREENSPRING,I
822,4544C009,1,ARLINGTON,I
823,0205035,1,BOYD-BOOTH,J
824,0275077,1,CARROLLTON RIDGE,J
825,0012028,1,EASTERWOOD,I
826,0096097,1,HARLEM PARK,J
827,0049015,1,MIDTOWN-EDMONDSON,J
828,0014025,1,SANDTOWN-WINCHESTER,J
829,0089044,1,HARLEM PARK,I
830,2230J001,1,CARROLL-SOUTH HILTON,H
831,4614015,1,CENTRAL PARK HEIGHTS,I
832,3211090,1,MONDAWMIN,J
833,3345063,1,CENTRAL PARK HEIGHTS,J
834,3416058,1,PENN NORTH,I
835,3342A013,1,GREENSPRING,G
836,3175A029,1,TOWANDA-GRANTLEY,I
837,1109004,1,OLIVER,I
838,2243B039,1,SAINT JOSEPHS,I
839,0095075,1,MIDTOWN-EDMONDSON,J
840,0120062,1,HARLEM PARK,J
841,4580026,1,CENTRAL PARK HEIGHTS,I
842,2177016,1,SHIPLEY HILL,J
843,4605A022D,1,CENTRAL PARK HEIGHTS,I
844,0072036,1,SANDTOWN-WINCHESTER,J
845,4178A016,1,FOUR BY FOUR,I
846,2206A007,1,ROSEMONT HOMEOWNERS/TENANTS,I
847,2394047,1,MOSHER,I
848,0127006,1,HARLEM PARK,I
849,0180020,1,FRANKLIN SQUARE,G
850,4605A003,1,CENTRAL PARK HEIGHTS,I
851,3303020,1,CENTRAL PARK HEIGHTS,I
852,4577B030,1,CENTRAL PARK HEIGHTS,I
853,2243C013,1,SAINT JOSEPHS,I
854,0280009,1,NEW SOUTHWEST/MOUNT CLARE,I
855,2393065,1,WINCHESTER,I
856,0262056,1,NEW SOUTHWEST/MOUNT CLARE,I
857,1458054,1,BROADWAY EAST,J
858,0271023,1,CARROLLTON RIDGE,J
859,3327A014,1,PARK CIRCLE,H
860,0291049,1,CARROLLTON RIDGE,I
861,4602053,1,CENTRAL PARK HEIGHTS,J
862,3335033,1,PARK CIRCLE,H
863,4127015,1,COLDSTREAM HOMESTEAD MONTEBELLO,J
864,0121003,1,HARLEM PARK,J
865,2447030,1,FRANKLINTOWN ROAD,I
866,0095082,1,MIDTOWN-EDMONDSON,J
867,4587051,1,CENTRAL PARK HEIGHTS,I
868,0309005,1,DRUID HEIGHTS,G
869,3454010,1,RESERVOIR HILL,C
870,4604034,1,CENTRAL PARK HEIGHTS,I
871,4601011,1,CENTRAL PARK HEIGHTS,I
872,3303003,1,CENTRAL PARK HEIGHTS,I
873,4609032,1,CENTRAL PARK HEIGHTS,J
874,3836B035,1,HARWOOD,G
875,4606049,1,CENTRAL PARK HEIGHTS,I
876,0347036,1,UPTON,J
877,2206B076,1,ROSEMONT HOMEOWNERS/TENANTS,I
878,2205083,1,ROSEMONT HOMEOWNERS/TENANTS,I
879,0153004,1,FRANKLIN SQUARE,J
880,3349011,1,GREENSPRING,I
881,0126002,1,HARLEM PARK,I
882,3413055,1,PENN NORTH,I
883,3407013,1,PENN NORTH,I
884,3413045,1,PENN NORTH,I
885,3413044,1,PENN NORTH,I
886,2140001,1,MILLHILL,I
887,3410019,1,PENN NORTH,I
888,0120030,1,HARLEM PARK,J
889,0979030,1,SOUTH BALTIMORE,B
890,1447077,1,BROADWAY EAST,J
891,0262047,1,NEW SOUTHWEST/MOUNT CLARE,I
892,3327A015,1,PARK CIRCLE,H
893,3326002,1,PARK CIRCLE,I
894,4550005,1,ARLINGTON,I
895,4550006,1,ARLINGTON,I
896,4544D026,1,ARLINGTON,I
897,1194081,1,GAY STREET,E
898,3414058,1,PENN NORTH,I
899,2470040,1,FRANKLINTOWN ROAD,I
900,0227051,1,CARROLLTON RIDGE,I
901,3207050,1,MONDAWMIN,J
902,0127061,1,HARLEM PARK,I
903,1504017,1,BROADWAY EAST,J
904,2451057I,1,ROSEMONT,I
905,1537059,1,BROADWAY EAST,J
906,3411008,1,PENN NORTH,I
907,1477043,1,BROADWAY EAST,I
908,3911027,1,PEN LUCY,F
909,0177064,1,PENROSE/FAYETTE STREET OUTREACH,J
910,0263051,1,NEW SOUTHWEST/MOUNT CLARE,I
911,3884033,1,OAKENSHAWE,B
912,0106094,1,MIDTOWN-EDMONDSON,J
913,3005020,1,WALBROOK,H
914,0001003,1,EASTERWOOD,I
915,2475D006,1,FRANKLINTOWN ROAD,I
916,0003033,1,SANDTOWN-WINCHESTER,I
917,4552093,1,ARLINGTON,I
918,0012027,1,EASTERWOOD,I
919,1468026,1,BROADWAY EAST,I
920,0036B067,1,SANDTOWN-WINCHESTER,G
921,0036B066,1,SANDTOWN-WINCHESTER,G
922,0179024,1,FRANKLIN SQUARE,G
923,0273041,1,CARROLLTON RIDGE,J
924,2275C038,1,SAINT JOSEPHS,H
925,1659066,1,MCELDERRY PARK,I
926,0015023,1,SANDTOWN-WINCHESTER,J
927,0708081,1,NEW SOUTHWEST/MOUNT CLARE,I
928,3322004,1,PARK CIRCLE,I
929,0104035,1,HARLEM PARK,I
930,4120039,1,COLDSTREAM HOMESTEAD MONTEBELLO,I
931,0231036,1,UNION SQUARE,E
932,1572032,1,BIDDLE STREET,J
933,0178005,1,FRANKLIN SQUARE,J
934,3185076,1,TOWANDA-GRANTLEY,J
935,3355A026,1,GREENSPRING,I
936,0178007,1,FRANKLIN SQUARE,J
937,0003032,1,SANDTOWN-WINCHESTER,I
938,0160001,1,PENROSE/FAYETTE STREET OUTREACH,I
939,0002064,1,EASTERWOOD,I
940,2402021,1,COPPIN HEIGHTS/ASH-CO-EAST,I
941,7189007,1,CURTIS BAY,H
942,0273097,1,CARROLLTON RIDGE,J
943,0274074,1,CARROLLTON RIDGE,J
944,0482018,1,MID-TOWN BELVEDERE,A
945,3327A025,1,PARK CIRCLE,H
946,1132047,1,OLIVER,H
947,0275116,1,CARROLLTON RIDGE,J
948,1627029,1,MADISON-EASTEND,I
949,2450008,1,ROSEMONT,I
950,2175078,1,SHIPLEY HILL,J
951,3209042,1,MONDAWMIN,J
952,0698046,1,CARROLLTON RIDGE,J
953,2169006,1,SHIPLEY HILL,J
954,1494020,1,BROADWAY EAST,I
955,4129020,1,COLDSTREAM HOMESTEAD MONTEBELLO,J
956,0090038,1,HARLEM PARK,I
957,1454006,1,BROADWAY EAST,J
958,0698002,1,CARROLLTON RIDGE,J
959,0414046,1,UPTON,H
960,4002029,1,EAST BALTIMORE MIDWAY,J
961,3177025,1,PARK CIRCLE,I
962,4164B018,1,DARLEY PARK,J
963,2153024,1,PENROSE/FAYETTE STREET OUTREACH,I
964,2201043,1,ROSEMONT HOMEOWNERS/TENANTS,I
965,1661072,1,ELLWOOD PARK/MONUMENT,I
966,0696001,1,CARROLLTON RIDGE,J
967,4544D030,1,ARLINGTON,I
968,1448117,1,BROADWAY EAST,I
969,2205055,1,ROSEMONT HOMEOWNERS/TENANTS,I
970,2213A034,1,ROSEMONT HOMEOWNERS/TENANTS,I
971,0084063,1,HARLEM PARK,J
972,2275B048,1,SAINT JOSEPHS,H
973,3415024,1,PENN NORTH,I
974,0190047,1,PENROSE/FAYETTE STREET OUTREACH,J
975,0119089,1,MIDTOWN-EDMONDSON,J
976,2253024,1,SAINT JOSEPHS,H
977,1505037,1,BEREA,I
978,3826062,1,BARCLAY,G
979,3214039,1,MONDAWMIN,I
980,2377D039,1,MOSHER,I
981,0316033,1,DRUID HEIGHTS,G
982,3347E009,1,GREENSPRING,I
983,3342033,1,GREENSPRING,H
984,2153109,1,PENROSE/FAYETTE STREET OUTREACH,I
985,0096095,1,HARLEM PARK,J
986,1556012,1,BIDDLE STREET,J
987,2348027,1,ROSEMONT HOMEOWNERS/TENANTS,I
988,2205093,1,ROSEMONT HOMEOWNERS/TENANTS,I
989,4167011,1,SOUTH CLIFTON PARK,J
990,0767070,1,WASHINGTON VILLAGE/PIGTOWN,F
991,1658077,1,MCELDERRY PARK,I
992,0120106,1,HARLEM PARK,J
993,4167019,1,SOUTH CLIFTON PARK,J
994,7441021,1,WESTPORT,H
995,0007017,1,EASTERWOOD,I
996,1100048,1,OLIVER,G
997,0103024,1,HARLEM PARK,I
998,0273069,1,CARROLLTON RIDGE,J
999,0163027,1,FRANKLIN SQUARE,J
1000,4010P004,1,EAST BALTIMORE MIDWAY,J
1001,0118012,1,MIDTOWN-EDMONDSON,J
1002,0222060,1,BOYD-BOOTH,J
1003,0148044,1,FRANKLIN SQUARE,J
1004,0096086,1,HARLEM PARK,J
1005,0266B009,1,WASHINGTON VILLAGE/PIGTOWN,F
1006,2475C026,1,FRANKLINTOWN ROAD,I
1007,2305037,1,COPPIN HEIGHTS/ASH-CO-EAST,I
1008,2411010,1,NORTHWEST COMMUNITY ACTION,I
1009,3012005,1,WALBROOK,H
1010,1180025,1,JOHNSTON SQUARE,J
1011,0162040,1,PENROSE/FAYETTE STREET OUTREACH,J
1012,1108065,1,OLIVER,I
1013,0847B066,1,WASHINGTON VILLAGE/PIGTOWN,E
1014,4603001,1,CENTRAL PARK HEIGHTS,I
1015,4602068,1,CENTRAL PARK HEIGHTS,J
1016,0226008,1,CARROLLTON RIDGE,J
1017,4108004,1,COLDSTREAM HOMESTEAD MONTEBELLO,H
1018,1521035,1,BEREA,I
1019,0083038,1,MIDTOWN-EDMONDSON,J
1020,1474058,1,BROADWAY EAST,J
1021,3402014,1,PENN NORTH,H
1022,1503058,1,BROADWAY EAST,J
1023,4137092,1,COLDSTREAM HOMESTEAD MONTEBELLO,I
1024,0120104,1,HARLEM PARK,J
1025,0122007,1,HARLEM PARK,J
1026,0120101,1,HARLEM PARK,J
1027,0769078,1,WASHINGTON VILLAGE/PIGTOWN,F
1028,0271037,1,CARROLLTON RIDGE,J
1029,1132032,1,OLIVER,H
1030,1132033,1,OLIVER,H
1031,0261013,1,NEW SOUTHWEST/MOUNT CLARE,I
1032,1132021,1,OLIVER,H
1033,4005050,1,EAST BALTIMORE MIDWAY,J
1034,1463090,1,BROADWAY EAST,J
1035,4586036,1,CENTRAL PARK HEIGHTS,I
1036,0304034,1,DRUID HEIGHTS,G
1037,0055B009,1,SANDTOWN-WINCHESTER,H
1038,2275A122,1,ALLENDALE,H
1039,0175035,1,PENROSE/FAYETTE STREET OUTREACH,J
1040,4110041,1,COLDSTREAM HOMESTEAD MONTEBELLO,H
1041,1154028,1,JOHNSTON SQUARE,J
1042,0108018,1,HARLEM PARK,J
1043,1101039,1,OLIVER,I
1044,0204094,1,BOYD-BOOTH,J
1045,4039020,1,EAST BALTIMORE MIDWAY,I
1046,0175046,1,PENROSE/FAYETTE STREET OUTREACH,J
1047,3239007,1,PARKVIEW/WOODBROOK,F
1048,1556017,1,BIDDLE STREET,J
1049,1108069,1,OLIVER,I
1050,1503063,1,BROADWAY EAST,J
1051,1476A002,1,BEREA,I
1052,3400040,1,PENN NORTH,J
1053,2206A017,1,ROSEMONT HOMEOWNERS/TENANTS,I
1054,2178008,1,SHIPLEY HILL,J
1055,4070A023,1,BETTER WAVERLY,J
1056,4029023,1,EAST BALTIMORE MIDWAY,J
1057,4005007,1,EAST BALTIMORE MIDWAY,J
1058,0300C077,1,SANDTOWN-WINCHESTER,I
1059,0262034,1,NEW SOUTHWEST/MOUNT CLARE,I
1060,0112061,1,HARLEM PARK,I
1061,4130004B,1,COLDSTREAM HOMESTEAD MONTEBELLO,I
1062,0155013,1,POPPLETON,I
1063,0720038,1,CARROLLTON RIDGE,I
1064,4616016,1,CENTRAL PARK HEIGHTS,I
1065,1464022,1,BROADWAY EAST,J
1066,3408075,1,PENN NORTH,I
1067,0118097,1,MIDTOWN-EDMONDSON,J
1068,0118093,1,MIDTOWN-EDMONDSON,J
1069,1466089,1,BROADWAY EAST,I
1070,0161041,1,PENROSE/FAYETTE STREET OUTREACH,J
1071,1455036,1,BEREA,I
1072,4536A126,1,PIMLICO GOOD NEIGHBORS,H
1073,0414045,1,UPTON,H
1074,0414042,1,UPTON,H
1075,0347037,1,UPTON,J
1076,0027054,1,SANDTOWN-WINCHESTER,I
1077,3004004,1,WALBROOK,H
1078,3414047,1,PENN NORTH,I
1079,0108070,1,HARLEM PARK,J
1080,0222100,1,BOYD-BOOTH,J
1081,0128011,1,HARLEM PARK,I
1082,4008008,1,EAST BALTIMORE MIDWAY,J
1083,0096029,1,HARLEM PARK,J
1084,2206B066,1,ROSEMONT HOMEOWNERS/TENANTS,I
1085,0244063,1,UNION SQUARE,E
1086,0072026,1,SANDTOWN-WINCHESTER,J
1087,2411021A,1,NORTHWEST COMMUNITY ACTION,I
1088,1484029,1,BROADWAY EAST,J
1089,1643081,1,MCELDERRY PARK,I
1090,8434F002,1,FRANKLINTOWN,E
1091,1478065,1,BROADWAY EAST,I
1092,2377C036,1,MOSHER,I
1093,2284032,1,ALLENDALE,G
1094,0083098,1,MIDTOWN-EDMONDSON,J
1095,0095090,1,MIDTOWN-EDMONDSON,J
1096,3210095,1,MONDAWMIN,J
1097,0194052,1,FRANKLIN SQUARE,G
1098,1536018,1,BROADWAY EAST,J
1099,0275111,1,CARROLLTON RIDGE,J
1100,2377D006,1,MOSHER,I
1101,4169069,1,SOUTH CLIFTON PARK,J
1102,2170B056,1,SHIPLEY HILL,J
1103,0273039,1,CARROLLTON RIDGE,J
1104,4138031,1,COLDSTREAM HOMESTEAD MONTEBELLO,I
1105,7441022,1,WESTPORT,H
1106,3211033,1,MONDAWMIN,J
1107,0291061,1,CARROLLTON RIDGE,I
1108,1463011,1,BROADWAY EAST,J
1109,4114G033,1,COLDSTREAM HOMESTEAD MONTEBELLO,H
1110,0120027,1,HARLEM PARK,J
1111,0275103,1,CARROLLTON RIDGE,J
1112,1629018G,1,MADISON-EASTEND,I
1113,2377D032,1,MOSHER,I
1114,1478090,1,BROADWAY EAST,I
1115,7139A032,1,BROOKLYN,I
1116,0064020,1,SANDTOWN-WINCHESTER,H
1117,7437A010,1,WESTPORT,H
1118,3004019,1,WALBROOK,H
1119,3183018,1,TOWANDA-GRANTLEY,J
1120,0205019,1,BOYD-BOOTH,J
1121,0452027,1,UPTON,E
1122,0277062,1,NEW SOUTHWEST/MOUNT CLARE,J
1123,4010K004,1,EAST BALTIMORE MIDWAY,J
1124,1647001I,1,ELLWOOD PARK/MONUMENT,I
1125,7427009,1,WESTPORT,H
1126,0244067,1,UNION SQUARE,E
1127,2174A077B,1,SHIPLEY HILL,J
1128,2174A077D,1,SHIPLEY HILL,J
1129,4114E049,1,COLDSTREAM HOMESTEAD MONTEBELLO,I
1130,1132048,1,OLIVER,H
1131,3185A003,1,TOWANDA-GRANTLEY,J
1132,1174015,1,JOHNSTON SQUARE,H
1133,1468083,1,BROADWAY EAST,I
1134,0265098,1,NEW SOUTHWEST/MOUNT CLARE,I
1135,1478091,1,BROADWAY EAST,I
1136,4041038,1,EAST BALTIMORE MIDWAY,I
1137,1572026,1,BIDDLE STREET,J
1138,7116046,1,BROOKLYN,I
1139,4171175,1,SOUTH CLIFTON PARK,J
1140,1453018,1,BROADWAY EAST,J
1141,1453030,1,BROADWAY EAST,J
1142,0190029,1,PENROSE/FAYETTE STREET OUTREACH,J
1143,0768037,1,WASHINGTON VILLAGE/PIGTOWN,F
1144,2100101,1,MILLHILL,I
1145,2100095,1,MILLHILL,I
1146,1448045,1,BROADWAY EAST,I
1147,2178086,1,SHIPLEY HILL,J
1148,0314067,1,DRUID HEIGHTS,I
1149,0856A069,1,WASHINGTON VILLAGE/PIGTOWN,E
1150,0360028,1,UPTON,J
1151,0150046,1,FRANKLIN SQUARE,J
1152,0360029,1,UPTON,J
1153,0190056,1,PENROSE/FAYETTE STREET OUTREACH,J
1154,1468053,1,BROADWAY EAST,I
1155,0359013,1,UPTON,J
1156,3342060,1,GREENSPRING,H
1157,3005021,1,WALBROOK,H
1158,2409B028B,1,NORTHWEST COMMUNITY ACTION,H
1159,4602063,1,CENTRAL PARK HEIGHTS,J
1160,0416016,1,UPTON,H
1161,3209043,1,MONDAWMIN,J
1162,4157027,1,SOUTH CLIFTON PARK,J
1163,0263002,1,NEW SOUTHWEST/MOUNT CLARE,I
1164,2819016,1,GARWYN OAKS,F
1165,3941A023,1,COLDSTREAM HOMESTEAD MONTEBELLO,F
1166,4612014,1,CENTRAL PARK HEIGHTS,I
1167,4157028,1,SOUTH CLIFTON PARK,J
1168,3804020,1,BARCLAY,G
1169,0190022,1,PENROSE/FAYETTE STREET OUTREACH,J
1170,0274038,1,CARROLLTON RIDGE,J
1171,1463040,1,BROADWAY EAST,J
1172,0359034,1,UPTON,J
1173,0242049,1,CARROLLTON RIDGE,J
1174,2217014,1,PENROSE/FAYETTE STREET OUTREACH,I
1175,1503026,1,BROADWAY EAST,J
1176,2348023,1,ROSEMONT HOMEOWNERS/TENANTS,I
1177,4061020,1,EAST BALTIMORE MIDWAY,J
1178,1483016,1,BROADWAY EAST,J
1179,1115008,1,OLIVER,I
1180,0162059,1,PENROSE/FAYETTE STREET OUTREACH,J
1181,3347C030,1,GREENSPRING,I
1182,1519039,1,BROADWAY EAST,J
1183,3228B052,1,PARKVIEW/WOODBROOK,I
1184,2482B043,1,FRANKLINTOWN ROAD,J
1185,7134003,1,BROOKLYN,F
1186,1101105,1,OLIVER,I
1187,4004025,1,EAST BALTIMORE MIDWAY,J
1188,4004024,1,EAST BALTIMORE MIDWAY,J
1189,0169030,1,POPPLETON,I
1190,3342040,1,GREENSPRING,H
1191,0227007,1,CARROLLTON RIDGE,I
